TimeStamp,M_E,RSE,WHE,B1E,B2E,BME,CDE,CWE,DNE,DWE,EBE,EQE,FGE,FRE,GRE,HPE,HTE,OFE,OUE,TVE,UTE,WOE
1341673200,860,95,765,0,7,41,0,0,6,0,0,40,69,100,2,38,8,48,0,49,51,0
1341676800,531,95,436,0,7,3,0,0,1,0,0,39,72,100,1,37,7,17,0,44,50,0
1341680400,613,218,395,0,7,4,0,0,0,0,0,39,26,101,2,37,6,17,0,45,51,0
1341684000,521,100,421,0,7,3,0,0,0,0,0,39,65,100,1,37,5,17,0,44,50,0
1341687600,523,100,423,0,7,4,0,0,0,0,0,40,48,100,2,38,5,16,0,44,51,0
1341691200,482,98,384,0,7,3,0,0,0,0,0,39,27,100,2,37,6,17,0,45,50,0
1341694800,561,99,462,0,7,4,0,0,0,0,0,40,86,101,1,38,6,17,0,44,51,0
1341698400,485,99,386,0,7,3,0,0,0,0,0,39,28,100,2,38,5,17,0,45,50,0
1341702000,530,98,432,0,7,4,0,0,0,0,0,39,66,100,1,37,6,17,0,44,50,0
1341705600,520,100,420,0,11,3,0,0,0,0,0,40,51,100,2,37,5,18,0,44,49,0
1341709200,522,100,422,0,7,4,0,0,0,0,0,39,65,101,1,38,6,17,0,45,51,0
1341712800,607,100,507,0,7,31,0,0,0,0,0,40,39,101,2,37,10,16,0,44,50,0
1341716400,598,101,497,13,7,3,0,0,0,0,0,40,79,101,2,38,9,17,0,45,50,0
1341720000,956,99,857,0,7,240,0,0,0,0,0,40,34,101,1,37,4,17,0,147,51,0
1341723600,1263,97,1166,0,7,332,0,0,0,0,0,40,198,100,2,37,4,17,0,200,50,0
1341727200,784,98,686,0,26,83,0,0,0,0,0,40,75,101,2,38,9,17,1,86,51,0
1341730800,488,97,391,0,7,4,0,0,0,0,0,41,25,101,1,38,6,17,0,44,51,0
1341734400,543,97,446,0,8,3,0,0,0,0,0,41,75,102,2,38,6,17,0,44,51,0
1341738000,514,97,417,0,8,4,0,0,0,0,0,41,42,102,1,38,6,17,0,43,51,0
1341741600,528,98,430,0,8,3,0,0,0,0,0,42,65,101,2,38,6,17,0,44,52,0
1341745200,513,98,415,0,8,4,0,0,0,0,0,41,34,102,2,39,7,17,0,44,51,0
1341748800,527,98,429,0,8,3,0,0,0,0,0,41,66,102,1,38,6,16,0,44,51,0
1341752400,507,98,409,0,8,4,0,0,0,0,0,41,28,101,2,38,6,17,0,44,52,0
1341756000,504,97,407,0,8,4,0,0,0,0,0,40,46,101,2,38,6,17,0,44,51,0
1341759600,1075,97,978,0,8,7,0,0,0,0,0,40,74,100,1,37,8,76,0,44,50,0
1341763200,663,209,454,0,8,3,0,0,0,0,0,39,95,100,2,37,7,17,0,44,51,0
1341766800,702,103,599,0,13,116,0,0,0,0,0,39,39,99,2,37,9,17,0,95,50,0
1341770400,632,182,450,0,8,3,0,0,0,0,0,40,64,100,1,37,6,17,0,43,50,0
1341774000,941,541,400,0,7,4,0,0,0,0,0,39,46,100,2,37,7,17,0,44,51,0
1341777600,2217,1777,440,0,8,3,0,0,0,0,0,39,71,100,1,37,7,17,0,44,50,0
1341781200,486,102,384,0,8,4,0,0,0,0,0,39,25,101,2,37,5,17,0,44,50,0
1341784800,544,100,444,0,8,3,0,0,0,0,0,40,78,100,2,37,6,17,0,44,50,0
1341788400,1736,1158,578,0,15,6,0,0,0,0,0,39,23,101,1,37,13,18,0,217,50,0
1341792000,1174,335,839,0,8,3,0,0,4,0,0,39,101,100,2,37,11,17,0,79,50,0
1341795600,1226,583,643,0,8,4,0,0,5,0,0,39,77,101,1,37,8,16,0,44,50,0
1341799200,884,352,532,16,7,3,0,0,0,0,0,40,74,102,2,37,13,17,0,44,50,0
1341802800,686,180,506,18,8,4,0,0,25,0,0,39,67,102,2,37,9,17,0,44,51,0
1341806400,1045,104,941,0,8,3,0,0,24,0,0,40,67,101,1,37,15,60,0,44,49,0
1341810000,1212,103,1109,0,22,122,0,0,4,0,0,41,115,102,2,37,12,90,0,100,51,0
1341813600,666,103,563,0,15,80,0,0,0,0,0,40,28,102,2,37,5,17,0,78,51,0
1341817200,577,103,474,0,8,4,0,0,0,0,0,41,88,102,1,38,6,17,0,44,51,0
1341820800,518,102,416,0,8,3,0,0,0,0,0,41,32,102,2,38,7,17,0,44,51,0
1341824400,545,101,444,0,8,4,0,0,0,0,0,41,63,102,2,38,6,17,0,45,51,0
1341828000,532,103,429,0,8,3,0,0,0,0,0,41,51,102,1,39,6,18,0,44,51,0
1341831600,624,190,434,0,8,4,0,0,0,0,0,41,60,102,2,38,6,17,0,44,51,0
1341835200,568,145,423,0,7,3,0,0,0,0,0,40,48,102,1,37,6,17,0,44,51,0
1341838800,566,118,448,0,8,4,0,0,0,0,0,40,63,101,2,38,6,17,0,44,51,0
1341842400,516,108,408,0,8,3,0,0,0,0,0,40,29,100,2,37,6,17,0,44,51,0
1341846000,992,363,629,0,8,4,0,0,0,0,0,39,88,101,1,37,9,17,0,44,50,0
1341849600,724,323,401,0,8,3,0,0,0,0,0,39,36,100,2,37,8,17,0,44,50,0
1341853200,733,283,450,0,8,4,0,0,0,0,0,40,77,101,2,37,7,18,0,44,51,0
1341856800,1872,1498,374,0,7,3,0,0,0,0,0,39,30,100,1,25,6,17,0,45,50,0
1341860400,891,478,413,0,8,4,0,0,0,0,0,39,73,101,2,1,5,17,0,44,50,0
1341864000,1247,750,497,0,18,72,0,0,0,0,0,39,39,101,1,0,8,42,0,44,50,0
1341867600,1080,119,961,0,37,276,0,0,0,0,0,41,50,101,2,1,5,64,0,83,50,0
1341871200,2488,1242,1246,0,14,83,0,0,0,0,0,39,73,172,1,575,8,19,0,42,51,0
1341874800,2984,712,2272,0,19,14,0,0,0,0,0,40,64,300,2,1500,6,80,0,45,50,0
1341878400,1059,600,459,0,8,4,0,0,18,0,0,40,74,109,1,2,10,17,0,42,51,0
1341882000,2297,551,1746,0,11,3,0,0,19,52,0,40,93,118,2,1234,10,17,0,42,51,0
1341885600,2545,425,2120,1,9,6,0,0,6,396,0,39,48,118,1,1273,12,18,0,42,51,0
1341889200,2036,476,1560,0,38,131,0,0,0,406,0,39,48,112,2,305,15,47,0,92,51,0
1341892800,1440,232,1208,14,20,103,0,0,0,280,0,40,65,110,2,31,16,17,0,88,51,0
1341896400,942,125,817,0,75,5,0,0,0,0,0,40,71,109,1,38,6,39,0,43,51,0
1341900000,629,117,512,0,24,3,0,0,0,0,0,41,27,111,2,41,6,51,0,43,51,0
1341903600,571,116,455,0,17,4,0,0,0,0,0,41,57,110,2,40,6,17,0,43,51,0
1341907200,556,114,442,0,17,3,0,0,0,0,0,41,63,110,1,40,6,18,0,43,51,0
1341910800,539,113,426,0,16,4,0,0,0,0,0,41,32,110,2,40,7,17,0,43,51,0
1341914400,697,112,585,0,17,4,0,0,0,0,0,41,200,111,2,40,6,18,0,42,51,0
1341918000,570,110,460,0,17,3,0,0,0,0,0,41,79,111,1,41,7,17,0,43,51,0
1341921600,549,108,441,0,17,4,0,0,0,0,0,41,43,110,2,40,6,18,0,42,51,0
1341925200,815,382,433,0,17,3,0,0,0,0,0,40,57,110,2,38,8,17,0,42,51,0
1341928800,582,108,474,0,17,4,0,0,0,0,0,39,58,109,1,38,6,18,0,43,51,0
1341932400,688,105,583,5,15,3,0,0,0,0,0,40,29,109,2,38,8,17,0,42,51,0
1341936000,681,102,579,0,17,4,0,0,0,0,0,40,65,110,1,37,9,17,0,42,51,0
1341939600,596,102,494,0,8,3,0,0,0,0,0,40,49,109,2,38,7,17,0,42,50,0
1341943200,546,101,445,0,8,4,0,0,0,0,0,39,54,110,2,38,6,17,0,43,51,0
1341946800,516,101,415,0,8,3,0,0,0,0,0,40,45,109,1,38,5,17,0,42,50,0
1341950400,552,100,452,0,8,4,0,0,0,0,0,40,61,110,2,38,6,16,0,42,50,0
1341954000,634,201,433,0,21,3,0,0,2,0,0,39,49,109,1,38,6,18,0,42,49,0
1341957600,1121,238,883,0,18,217,0,0,8,0,0,40,66,109,2,37,7,17,0,43,49,0
1341961200,873,320,553,0,14,4,0,0,2,0,0,39,81,110,2,38,8,16,0,121,50,0
1341964800,845,261,584,0,12,3,0,0,3,0,0,40,71,109,1,38,9,16,0,91,49,0
1341968400,883,113,770,0,25,154,0,0,11,0,0,39,66,110,2,37,6,21,0,112,50,0
1341972000,1249,382,867,0,18,115,0,0,8,0,0,41,53,110,2,38,15,81,0,95,49,0
1341975600,906,314,592,1,26,3,0,0,2,0,0,40,91,109,1,38,13,16,0,42,50,0
1341979200,1184,443,741,4,31,23,0,0,6,0,0,40,62,110,2,37,9,16,0,49,49,0
1341982800,1125,109,1016,0,8,333,0,0,1,0,0,40,52,110,1,38,4,15,0,211,50,0
1341986400,661,107,554,0,13,44,0,0,0,0,0,40,54,110,2,37,5,16,0,69,49,0
1341990000,549,108,441,0,8,3,0,0,0,0,0,41,56,110,2,39,6,15,0,43,50,0
1341993600,573,107,466,0,8,4,0,0,0,0,0,40,70,111,1,38,6,15,0,42,50,0
1341997200,546,106,440,0,8,3,0,0,0,0,0,40,56,111,2,39,6,16,0,43,51,0
1342000800,571,106,465,0,8,4,0,0,0,0,0,41,69,111,2,40,6,15,0,42,52,0
1342004400,538,111,427,0,8,3,0,0,0,0,0,40,45,110,1,39,7,15,0,42,51,0
1342008000,544,105,439,0,8,4,0,0,0,0,0,41,50,110,2,39,6,16,0,42,50,0
1342011600,877,450,427,0,8,3,0,0,0,0,0,40,46,109,2,38,11,15,1,42,50,0
1342015200,768,316,452,0,8,4,0,0,0,0,0,40,67,110,1,37,10,16,0,43,49,0
1342018800,671,231,440,0,8,3,0,0,0,0,0,40,61,109,2,38,5,15,0,42,50,0
1342022400,714,117,597,0,8,4,0,0,0,0,0,40,62,109,1,37,9,15,0,42,50,0
1342026000,637,111,526,0,26,3,0,0,0,0,0,41,108,109,2,37,8,17,0,42,49,0
1342029600,552,107,445,0,20,4,0,0,0,0,0,40,58,110,2,38,6,16,0,42,50,0
1342033200,742,110,632,0,26,3,0,0,0,0,0,40,38,109,1,37,7,16,0,43,49,0
1342036800,872,108,764,0,16,93,0,0,0,0,0,40,63,110,2,36,5,84,0,42,49,0
1342040400,1192,108,1084,0,8,328,0,0,0,0,0,41,74,112,1,37,5,50,0,107,49,0
1342044000,915,302,613,0,8,145,0,0,0,0,0,40,30,112,2,36,10,16,0,105,50,0
1342047600,1046,397,649,0,8,113,0,0,0,0,0,40,69,113,2,23,12,15,0,99,49,0
1342051200,624,152,472,0,8,32,0,0,0,0,0,40,72,112,1,1,9,15,0,54,49,0
1342054800,588,111,477,0,8,4,0,0,0,0,0,41,91,113,2,1,9,16,0,43,50,0
1342058400,553,111,442,0,8,3,0,0,0,0,0,40,87,112,1,1,6,16,0,42,49,0
1342062000,545,109,436,0,48,4,0,0,13,0,0,41,35,113,2,1,9,16,0,43,49,0
1342065600,1215,220,995,0,53,125,0,0,20,0,0,40,75,113,2,1,22,16,0,97,50,0
1342069200,1555,447,1108,0,19,334,0,0,6,0,0,40,46,112,1,33,7,22,0,223,50,0
1342072800,710,112,598,0,31,20,0,0,0,0,0,40,62,113,2,37,6,17,0,53,50,0
1342076400,733,111,622,0,8,4,0,0,0,0,0,41,66,112,2,38,6,16,0,44,49,0
1342080000,604,109,495,0,13,3,0,0,0,0,0,40,37,113,1,38,5,16,0,44,50,0
1342083600,573,118,455,0,8,4,0,0,0,0,0,40,63,113,2,37,6,16,0,45,51,0
1342087200,675,218,457,0,8,3,0,0,0,0,0,41,59,112,2,38,6,15,0,44,50,0
1342090800,538,112,426,0,12,4,0,0,0,0,0,40,42,113,1,38,6,15,0,43,51,0
1342094400,565,111,454,0,8,3,0,0,0,0,0,40,58,112,2,37,6,16,0,42,49,0
1342098000,835,414,421,0,8,4,0,0,0,0,0,40,38,113,1,37,8,15,0,43,50,0
1342101600,697,118,579,0,8,3,0,0,0,0,0,41,198,113,2,37,6,15,0,42,50,0
1342105200,597,109,488,0,8,3,0,0,0,0,0,40,91,112,2,37,6,16,0,42,49,0
1342108800,710,108,602,0,13,4,0,0,0,0,0,40,43,113,1,37,8,19,0,43,49,0
1342112400,580,106,474,0,8,3,0,0,0,0,0,40,81,112,2,37,7,16,0,42,50,0
1342116000,807,105,702,0,13,4,0,47,0,164,0,40,66,113,2,37,10,20,0,43,49,0
1342119600,1127,104,1023,1,8,4,0,154,0,450,0,40,69,113,1,11,8,16,0,42,49,0
1342123200,1318,105,1213,1,8,3,540,0,0,185,0,40,67,113,2,1,8,15,0,42,50,0
1342126800,1539,106,1433,0,19,8,790,109,0,0,0,41,78,114,1,1,9,42,0,43,52,0
1342130400,703,270,433,0,8,4,0,42,0,0,0,41,31,115,2,2,7,20,1,43,53,0
1342134000,1320,373,947,1,7,3,0,0,0,458,0,40,126,113,2,1,13,15,0,43,52,0
1342137600,945,194,751,0,8,32,308,0,0,2,0,41,53,114,2,1,7,16,0,42,51,0
1342141200,1369,114,1255,0,8,19,776,0,0,0,0,41,93,113,4,1,7,16,0,43,50,0
1342144800,569,114,455,0,8,23,0,0,0,0,0,40,40,113,2,1,9,16,0,42,51,0
1342148400,1038,213,825,26,14,3,1,0,0,0,0,41,107,114,1,2,14,52,0,43,52,0
1342152000,1435,481,954,12,8,4,1,0,0,0,0,40,73,114,2,28,22,16,0,43,53,0
1342155600,1355,230,1125,0,21,330,0,0,16,0,0,41,68,114,2,39,6,16,0,186,52,0
1342159200,678,121,557,0,13,43,1,0,8,0,0,40,56,114,1,39,6,15,0,73,53,0
1342162800,583,116,467,0,8,4,0,0,2,0,0,41,76,114,2,39,7,16,0,45,53,0
1342166400,522,111,411,0,8,3,1,0,3,0,0,41,26,115,2,40,7,15,0,45,52,0
1342170000,603,110,493,0,8,4,0,0,2,0,0,40,86,115,2,40,7,15,0,45,53,0
1342173600,521,108,413,0,8,4,1,0,2,0,0,41,26,114,1,39,6,16,0,45,53,0
1342177200,584,109,475,0,8,3,0,0,3,0,0,40,83,115,2,39,7,15,0,45,53,0
1342180800,530,106,424,0,8,4,1,0,2,0,0,41,31,113,1,39,6,16,0,45,53,0
1342184400,994,536,458,0,8,3,0,0,2,0,0,40,79,114,2,38,9,15,0,45,52,0
1342188000,539,110,429,0,8,4,1,0,2,0,0,40,29,113,2,38,6,15,0,44,53,0
1342191600,575,114,461,0,7,3,0,0,2,0,0,41,81,113,1,39,7,16,0,45,53,0
1342195200,794,112,682,0,8,4,0,57,1,0,0,41,56,114,2,38,9,16,0,45,52,0
1342198800,910,111,799,0,8,4,1,138,0,0,0,40,65,113,2,38,8,16,0,45,53,0
1342202400,555,106,449,0,8,3,0,0,0,0,0,40,71,113,1,10,6,19,0,44,51,0
1342206000,629,103,526,0,8,4,1,7,0,0,0,41,54,113,2,0,9,51,0,44,52,0
1342209600,689,103,586,0,8,4,1,180,0,0,0,40,63,115,1,1,5,16,1,44,52,0
1342213200,513,104,409,0,8,3,0,23,0,0,0,41,42,113,2,1,7,16,0,44,53,0
1342216800,736,290,446,0,15,4,1,0,0,0,0,40,79,114,1,1,9,16,0,44,52,0
1342220400,595,202,393,0,8,4,0,0,0,0,0,41,54,114,2,1,6,16,0,44,52,0
1342224000,2537,483,2054,0,8,5,1,0,0,0,0,40,88,113,2,1,15,16,0,149,51,1450
1342227600,2394,1980,414,0,15,4,1,0,0,0,0,41,49,114,4,0,8,16,0,44,51,16
1342231200,3459,929,2530,0,8,12,2031,0,0,0,0,40,102,113,2,1,12,16,0,44,50,0
1342234800,967,515,452,8,8,3,1,0,0,0,0,40,61,113,1,5,7,16,0,44,52,0
1342238400,1698,1027,671,0,19,66,0,0,0,0,0,41,76,112,2,38,10,16,0,68,51,0
1342242000,1516,262,1254,0,21,345,1,0,0,0,0,40,58,113,2,39,8,16,0,190,52,0
1342245600,1114,110,1004,0,18,341,1,0,0,0,0,40,42,113,2,38,4,16,0,195,51,0
1342249200,1126,112,1014,0,18,344,1,0,0,0,0,41,67,113,1,38,3,17,0,181,52,0
1342252800,656,108,548,0,23,31,0,0,6,0,0,40,52,113,2,39,7,16,0,61,52,0
1342256400,562,108,454,0,18,4,1,0,4,0,0,41,60,113,2,39,6,16,0,44,52,0
1342260000,555,106,449,0,18,3,1,0,0,0,0,40,44,114,1,38,7,16,0,44,52,0
1342263600,562,106,456,0,17,4,1,0,0,0,0,41,56,113,2,39,7,16,0,44,52,0
1342267200,550,111,439,0,18,3,0,0,0,0,0,40,49,114,1,39,6,16,0,44,52,0
1342270800,573,116,457,0,17,4,1,0,0,0,0,41,51,113,2,32,7,16,0,45,52,0
1342274400,654,110,544,0,18,3,1,0,0,0,0,40,185,113,2,1,7,16,0,44,52,0
1342278000,728,109,619,0,17,4,1,0,0,0,0,41,78,113,1,1,7,16,0,44,52,0
1342281600,948,312,636,0,18,3,0,0,0,0,0,40,78,113,2,1,11,72,0,44,51,0
1342285200,1782,932,850,0,18,301,1,0,0,0,0,40,42,113,2,1,6,53,0,44,50,0
1342288800,1436,628,808,0,17,288,1,0,0,0,0,41,69,112,1,0,5,74,0,44,48,0
1342292400,1429,357,1072,0,18,339,1,0,0,0,0,40,38,113,2,1,5,77,0,44,47,0
1342296000,1669,332,1337,0,18,334,0,0,0,0,0,41,71,112,1,1,0,83,0,44,47,0
1342299600,2000,573,1427,0,15,337,1,0,0,0,0,40,79,113,49,1,0,66,0,201,48,0
1342303200,2218,198,2020,0,7,337,1,0,0,0,0,40,31,116,1,717,0,53,0,170,47,0
1342306800,2722,327,2395,0,8,240,1,0,0,0,0,41,67,123,2,1389,14,41,0,44,48,0
1342310400,2661,118,2543,0,8,337,1,0,0,0,0,41,66,121,1,1385,8,111,0,44,51,0
1342314000,1457,114,1343,0,8,292,0,0,0,0,0,40,45,116,1,338,5,45,0,44,51,0
1342317600,571,114,457,0,7,4,1,0,0,0,0,41,83,112,2,0,12,15,0,44,52,1
1342321200,704,110,594,3,8,3,1,0,0,0,0,40,30,113,2,0,14,40,0,44,51,0
1342324800,1389,252,1137,0,22,305,0,0,0,0,0,40,86,113,1,17,7,17,0,210,51,0
1342328400,880,124,756,0,25,142,1,0,0,0,0,41,21,112,2,39,5,16,0,127,51,0
1342332000,610,125,485,0,7,3,1,0,0,0,0,40,85,114,2,35,6,15,0,44,52,0
1342335600,524,123,401,0,8,4,1,0,0,0,0,41,26,113,1,26,6,15,0,44,51,0
1342339200,727,250,477,0,8,3,1,0,0,0,0,42,77,113,2,41,9,16,0,45,52,0
1342342800,677,237,440,0,7,4,0,0,0,0,0,41,33,114,1,42,6,15,0,44,52,0
1342346400,569,114,455,0,8,3,1,0,0,0,0,42,67,114,2,41,7,16,0,44,52,0
1342350000,584,135,449,0,8,4,1,0,0,0,0,42,43,114,2,42,7,15,0,45,53,0
1342353600,581,110,471,0,7,3,1,0,0,0,0,42,66,115,1,41,7,15,0,44,52,0
1342357200,543,109,434,0,8,4,0,0,0,0,0,42,43,114,2,42,7,16,0,44,52,0
1342360800,563,105,458,0,8,3,1,0,0,0,0,42,51,114,2,41,6,15,0,44,51,0
1342364400,624,105,519,0,7,4,1,0,0,0,0,41,49,114,1,41,8,16,0,45,52,0
1342368000,1403,435,968,0,8,15,1,0,0,0,0,41,64,113,2,39,8,93,0,45,51,0
1342371600,638,111,527,0,13,4,0,0,0,0,0,41,40,114,1,40,6,42,0,45,51,0
1342375200,561,107,454,0,8,3,1,0,0,0,0,40,75,113,2,40,6,16,0,44,51,0
1342378800,709,261,448,0,7,4,1,0,0,0,0,40,42,114,2,40,14,16,0,44,51,0
1342382400,858,409,449,0,8,3,0,0,0,0,0,41,60,114,1,41,6,16,0,44,51,0
1342386000,731,305,426,0,8,4,1,0,0,0,0,40,30,113,2,40,7,15,0,44,51,0
1342389600,1932,1463,469,0,7,3,1,0,0,0,0,41,70,114,1,41,13,16,0,44,51,0
1342393200,1703,1264,439,0,13,4,1,0,0,0,0,40,45,113,2,40,8,16,0,44,52,0
1342396800,789,109,680,0,8,3,0,0,0,0,0,40,73,114,2,40,9,15,0,44,51,0
1342400400,881,296,585,0,7,15,1,0,0,0,0,41,89,113,1,40,11,16,0,47,51,0
1342404000,2123,1358,765,0,8,184,1,0,0,0,0,40,39,113,2,40,21,15,0,121,51,0
1342407600,1084,381,703,7,12,4,1,0,15,0,0,40,61,114,1,41,20,16,0,43,51,0
1342411200,838,292,546,0,9,3,0,0,15,0,0,41,45,113,2,40,7,15,0,44,51,0
1342414800,1511,453,1058,0,8,326,1,0,3,0,0,41,75,114,2,41,5,16,0,208,52,0
1342418400,800,187,613,0,11,80,1,0,0,0,0,41,43,113,1,40,5,16,0,87,51,0
1342422000,583,118,465,0,7,4,1,0,0,0,0,41,69,114,2,41,7,15,0,45,52,0
1342425600,541,113,428,0,8,3,0,0,0,0,0,42,27,114,2,41,6,15,0,46,53,0
1342429200,568,112,456,0,8,4,1,0,0,0,0,42,73,115,1,41,7,16,0,45,52,0
1342432800,546,111,435,0,7,3,1,0,0,0,0,42,33,115,2,42,7,15,0,45,53,0
1342436400,558,109,449,0,8,4,1,0,0,0,0,42,67,114,2,41,6,16,0,45,53,0
1342440000,552,108,444,0,8,3,0,0,0,0,0,41,43,114,1,42,7,15,0,45,53,0
1342443600,529,107,422,0,7,4,1,0,0,0,0,42,32,114,2,41,6,15,0,45,52,0
1342447200,560,107,453,0,8,3,1,0,0,0,0,41,56,114,1,41,7,16,0,45,53,0
1342450800,786,368,418,0,8,4,1,0,0,0,0,41,43,114,2,41,7,15,0,45,51,1
1342454400,981,311,670,0,31,3,0,0,0,0,0,41,66,114,2,40,9,19,0,44,52,0
1342458000,682,227,455,0,14,4,1,0,0,0,0,40,67,113,1,40,9,19,0,45,52,0
1342461600,879,130,749,0,24,3,1,0,0,0,0,40,40,113,2,39,6,17,0,45,51,0
1342465200,855,383,472,0,17,4,1,0,0,0,0,41,73,114,1,39,12,17,0,44,51,0
1342468800,1090,564,526,0,15,3,0,0,0,0,0,40,27,113,2,40,7,66,0,44,51,0
1342472400,934,156,778,0,8,168,1,0,0,0,0,40,96,113,2,39,6,43,0,105,51,0
1342476000,883,298,585,0,13,4,1,0,0,0,0,40,199,113,1,39,7,20,0,49,51,0
1342479600,812,336,476,0,8,17,0,0,5,0,0,41,62,114,2,39,6,19,0,46,51,0
1342483200,1028,571,457,0,7,4,1,0,4,0,0,39,75,114,1,39,9,18,0,45,51,0
1342486800,1135,725,410,0,8,3,1,0,0,0,0,40,30,116,2,39,8,18,0,46,51,0
1342490400,780,282,498,0,9,4,1,0,0,0,0,41,89,116,1,41,11,17,0,46,51,0
1342494000,915,259,656,1,24,3,0,0,0,178,0,41,37,116,2,40,15,16,0,46,51,0
1342497600,1521,261,1260,1,24,4,1,0,22,542,0,41,74,116,2,40,20,16,0,45,51,0
1342501200,1284,126,1158,1,17,311,1,0,21,112,0,41,73,115,2,40,5,16,0,202,51,0
1342504800,679,115,564,0,23,47,1,0,8,0,0,41,46,116,1,40,6,16,0,73,51,0
1342508400,602,115,487,0,17,3,0,0,8,0,0,42,70,116,2,40,6,17,0,45,51,0
1342512000,558,113,445,0,17,4,1,0,7,0,0,41,44,116,1,41,5,16,0,46,53,0
1342515600,598,113,485,0,16,3,1,0,7,0,0,42,70,116,2,42,5,16,0,46,53,0
1342519200,565,110,455,0,17,4,1,0,7,0,0,42,45,116,2,41,6,16,1,46,52,0
1342522800,675,208,467,0,17,3,0,0,7,0,0,42,67,116,1,42,6,16,0,45,53,0
1342526400,615,148,467,0,17,4,1,0,8,0,0,41,48,116,2,41,5,16,0,46,53,0
1342530000,827,382,445,0,17,3,1,0,7,0,0,42,47,116,2,41,8,16,0,46,53,0
1342533600,571,114,457,0,17,4,1,0,0,0,0,41,56,114,1,40,6,16,0,46,52,0
1342537200,979,112,867,0,17,3,0,0,0,128,0,41,55,114,2,40,8,16,0,45,53,0
1342540800,984,111,873,1,17,4,1,0,0,378,0,41,97,113,2,40,7,16,0,46,52,0
1342544400,563,109,454,0,14,3,1,0,0,0,0,40,47,114,1,39,5,20,0,46,51,0
1342548000,853,109,744,0,23,4,1,0,0,0,0,40,103,113,2,38,8,16,0,46,52,0
1342551600,565,109,456,0,26,6,0,0,0,0,0,40,46,115,1,39,7,16,0,45,50,0
1342555200,570,109,461,0,17,4,1,0,0,0,0,42,59,117,2,41,5,16,0,46,53,0
1342558800,561,109,452,0,18,3,1,0,0,0,0,42,58,116,2,40,6,17,0,46,52,0
1342562400,784,304,480,0,18,4,1,0,0,0,0,41,63,116,1,40,10,16,0,46,53,0
1342566000,854,335,519,0,18,3,0,0,0,0,0,42,56,116,2,39,7,49,0,45,52,0
1342569600,982,342,640,29,18,4,1,0,0,0,0,42,67,116,2,38,13,80,0,46,53,0
1342573200,1309,843,466,0,18,3,1,0,0,0,0,41,62,117,1,40,6,17,0,46,52,0
1342576800,845,396,449,0,18,4,1,0,0,0,0,42,57,116,2,39,8,18,0,45,53,0
1342580400,1017,333,684,0,20,3,1,0,0,0,0,41,66,116,1,39,21,16,0,46,52,1
1342584000,1159,253,906,0,29,216,0,0,0,0,0,42,48,117,2,39,6,21,0,146,53,0
1342587600,1200,148,1052,0,8,352,1,0,0,0,0,42,65,116,2,39,6,17,0,211,52,0
1342591200,748,113,635,0,14,83,1,0,0,0,0,42,72,116,2,40,5,16,0,81,53,0
1342594800,559,123,436,0,7,4,1,0,0,0,0,42,48,117,1,40,6,17,0,46,53,0
1342598400,596,122,474,0,8,3,0,0,0,0,0,42,69,117,2,40,5,17,0,45,53,0
1342602000,552,117,435,0,8,4,1,0,0,0,0,42,45,117,2,40,6,16,0,46,53,0
1342605600,569,116,453,0,8,3,1,0,0,0,0,42,64,117,1,40,5,17,0,46,52,0
1342609200,558,113,445,0,8,4,1,0,0,0,0,42,36,117,2,40,6,16,0,46,53,0
1342612800,559,112,447,0,7,3,1,0,0,0,0,42,61,116,2,39,5,17,0,45,53,0
1342616400,910,447,463,0,8,4,0,0,0,0,0,42,57,115,1,40,8,17,0,46,53,0
1342620000,562,110,452,0,8,3,1,0,0,0,0,41,47,115,2,39,6,16,0,46,52,0
1342623600,546,108,438,0,8,4,1,0,0,0,0,42,54,115,2,40,5,17,0,46,53,0
1342627200,553,108,445,0,8,3,1,0,0,0,0,42,41,114,1,40,6,16,0,45,53,0
1342630800,809,108,701,0,24,4,0,58,0,0,0,42,66,115,2,39,8,17,0,46,53,0
1342634400,722,107,615,0,11,3,1,127,0,0,0,42,82,115,2,40,8,17,0,46,53,0
1342638000,551,106,445,0,11,4,1,0,0,0,0,42,49,114,1,39,6,17,0,46,52,0
1342641600,536,105,431,0,8,3,1,0,0,0,0,42,49,115,2,40,5,17,0,45,53,0
1342645200,553,106,447,0,7,4,0,0,0,0,0,42,45,114,2,39,6,17,0,45,53,0
1342648800,890,316,574,0,8,82,1,0,0,0,0,41,70,114,1,39,11,17,0,45,53,0
1342652400,2096,826,1270,0,9,346,1,0,0,0,0,41,101,114,2,39,10,17,0,108,52,0
1342656000,2411,112,2299,0,7,44,1674,0,0,0,0,41,90,114,2,38,6,16,0,60,53,0
1342659600,566,111,455,0,8,4,1,0,0,0,0,42,53,115,1,39,5,17,0,45,52,0
1342663200,818,110,708,0,25,9,0,0,0,0,0,42,51,114,2,40,9,17,0,45,53,0
1342666800,797,112,685,0,27,4,1,0,0,0,0,42,205,115,2,39,7,18,0,46,53,0
1342670400,1377,547,830,0,43,88,1,0,2,0,0,41,89,114,1,39,17,17,0,81,53,0
1342674000,3189,2128,1061,0,8,351,1,0,6,0,0,41,57,115,2,39,6,16,0,217,53,0
1342677600,943,441,502,0,14,27,0,0,1,0,0,41,43,115,2,39,6,17,0,60,52,0
1342681200,588,114,474,0,8,4,1,0,0,0,0,41,63,115,1,40,5,17,0,46,53,0
